"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An MCTS-DRL Based Obstacle and Occlusion Avoidance Methodology in Robotic Follow-Ahead Applications","S. Leisiazar; E. J. Park; A. Lim; M. Chen","School of Mechatronics Systems Engineering, Simon Fraser University, Canada; School of Mechatronics Systems Engineering, Simon Fraser University, Canada; School of Computing Sciences, Simon Fraser University, Canada; School of Computing Sciences, Simon Fraser University, Canada",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","221","228","We propose a novel methodology for robotic follow-ahead applications that address the critical challenge of obstacle and occlusion avoidance. Our approach effectively navigates the robot while ensuring avoidance of collisions and occlusions caused by surrounding objects. To achieve this, we developed a high-level decision-making algorithm that generates short-term navigational goals for the mobile robot. Monte Carlo Tree Search is integrated with a Deep Reinforcement Learning method to enhance the performance of the decision-making process and generate more reliable navigational goals. Through extensive experimentation and analysis, we demonstrate the effectiveness and superiority of our proposed approach in comparison to the existing follow-ahead human-following robotic methods. Our code is available at https://github.com/saharLeisiazar/follow-ahead-ros.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10342150","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342150","","Deep learning;Monte Carlo methods;Navigation;Decision making;Reinforcement learning;Reliability;Mobile robots","","12","","23","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"Proactive Model Predictive Control with Multi-Modal Human Motion Prediction in Cluttered Dynamic Environments","L. Heuer; L. Palmieri; A. Rudenko; A. Mannucci; M. Magnusson; K. O. Arras","School of Science and Technology, Orebro University, Sweden; Robert Bosch GmbH, Corporate Research, Stuttgart, Germany; Robert Bosch GmbH, Corporate Research, Stuttgart, Germany; Robert Bosch GmbH, Corporate Research, Stuttgart, Germany; School of Science and Technology, Orebro University, Sweden; Robert Bosch GmbH, Corporate Research, Stuttgart, Germany",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","229","236","For robots navigating in dynamic environments, exploiting and understanding uncertain human motion prediction is key to generate efficient, safe and legible actions. The robot may perform poorly and cause hindrances if it does not reason over possible, multi-modal future social interactions. With the goal of enhancing autonomous navigation in cluttered environments, we propose a novel formulation for nonlinear model predictive control including multi-modal predictions of human motion. As a result, our approach leads to less conservative, smooth and intuitive human-aware navigation with reduced risk of collisions, and shows a good balance between task efficiency, collision avoidance and human comfort. To show its effectiveness, we compare our approach against the state of the art in crowded simulated environments, and with real-world human motion data from the THOR dataset. This comparison shows that we are able to improve task efficiency, keep a larger distance to humans and significantly reduce the collision time, when navigating in cluttered dynamic environ-ments. Furthermore, the method is shown to work robustly with different state-of-the-art human motion predictors.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10341702","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341702","","Navigation;Trajectory planning;Robot kinematics;Dynamics;Stochastic processes;Prediction methods;Reliability","","13","","36","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"Global Map Assisted Multi-Agent Collision Avoidance via Deep Reinforcement Learning around Complex Obstacles","Y. Du; J. Zhang; J. Xu; X. Cheng; S. Cui","Future Network of Intelligence Institute (FNii), School of Science and Engineering (SSE), The Chinese University of Hong Kong, Shenzhen, Shenzhen, China; The State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics, Peking University, Beijing, P. R. China; SSE, FNii, The Chinese University of Hong Kong, Shenzhen, Shenzhen, China; The State Key Laboratory of Advanced Optical Communication Systems and Networks, School of Electronics, Peking University, Beijing, P. R. China; SSE, FNii, The Chinese University of Hong Kong, Shenzhen, Shenzhen, China",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","298","305","State-of-the-art multi-agent collision avoidance algorithms face limitations when applied to cluttered public environments, where obstacles may have a variety of shapes and structures. The issue arises because most of these algorithms are agent-level methods. They concentrate solely on preventing collisions between the agents while the obstacles are handled merely out-of-policy. Obstacle-aware policies output an action considering both agents and obstacles. Current obstacle-aware algorithms, mainly based on Lidar sensor data, struggle to handle collision avoidance around complex obstacles. To resolve this issue, this paper investigates how to find a better way to travel around diverse obstacles. In particular, we present a global map assisted collision avoidance algorithm which, following the lead of a high-level goal guide and using an obstacle representation called distance map, considers other agents and obstacles simultaneously. Moreover, our model can be loaded into each agent individually, making it applicable to large maps or more agents. Simulation results indicate that our model outperforms the state-of-the-art algorithms, showing in scenarios with complex obstacles. We present a notion for incorporating global information in decentralized decision-making, along with a method for extending agent-level algorithms to cluttered environments in real-world scenarios.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10341762","National Key R&D Program of China(grant numbers:2021ZDOl12700); NSFC(grant numbers:62293482,62125101,62341101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341762","","Deep learning;Laser radar;Shape;Navigation;Simulation;Decision making;Reinforcement learning","","8","","20","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"Learning Terrain-Adaptive Locomotion with Agile Behaviors by Imitating Animals","T. Li; Y. Zhang; C. Zhang; Q. Zhu; J. Sheng; W. Chi; C. Zhou; L. Han","Tencent Robotics X Laboratory, China; Tencent Robotics X Laboratory, China; Tencent Robotics X Laboratory, China; Tencent Robotics X Laboratory, China; Tencent Robotics X Laboratory, China; Tencent Robotics X Laboratory, China; Tencent Robotics X Laboratory, China; Tencent Robotics X Laboratory, China",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","339","345","In this paper, we present a general learning framework for controlling a quadruped robot that can mimic the behavior of real animals and traverse challenging terrains. Our method consists of two steps: an imitation learning step to learn from motions of real animals, and a terrain adaptation step to enable generalization to unseen terrains. We capture motions from a Labrador on various terrains to facilitate terrain adaptive locomotion. Our experiments demonstrate that our policy can traverse various terrains and produce a natural-looking behavior. We deployed our method on the real quadruped robot $\boldsymbol{Max}$ [1] via zero-shot simulation-to-reality transfer, achieving a speed of 1.1 m/s on stairs climbing.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10342271","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342271","","Laser radar;Animals;Robot vision systems;Stairs;Cameras;Motion capture;Behavioral sciences","","11","","43","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"Contact Reduction with Bounded Stiffness for Robust Sim-to-Real Transfer of Robot Assembly","N. Vuong; Q. -C. Pham","Singapore Centre for 3D Printing (SC3DP), School of Mechanical and Aerospace Engineering, NTU, Singapore; Singapore Centre for 3D Printing (SC3DP), School of Mechanical and Aerospace Engineering, NTU, Singapore",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","361","367","In sim-to-real Reinforcement Learning (RL), a policy is trained in a simulated environment and then deployed on the physical system. The main challenge of sim-to-real RL is to overcome the reality gap - the discrepancies between the real world and its simulated counterpart. Using generic geometric representations, such as convex decomposition, triangular mesh, signed distance field can improve simulation fidelity, and thus potentially narrow the reality gap. Common to these approaches is that many contact points are generated for geometrically-complex objects, which slows down simulation and may cause numerical instability. Contact reduction methods address these issues by limiting the number of contact points, but the validity of these methods for sim-to-real RL has not been confirmed. In this paper, we present a contact reduction method with bounded stiffness to improve the simulation accuracy. Our experiments show that the proposed method critically enables training RL policy for a tight-clearance double pin insertion task and successfully deploying the policy on a rigid, position-controlled physical robot.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10341866","National Research Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10341866","","Training;Limiting;Reinforcement learning;Pins;Task analysis;Intelligent robots","","3","","30","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"A Bayesian Reinforcement Learning Method for Periodic Robotic Control Under Significant Uncertainty","Y. Jia; P. M. Uriguen Eljuri; T. Taniguchi","Dept. of Info. Science and Engineering, Ritsumeikan University, Japan; Dept. of Info. Science and Engineering, Ritsumeikan University, Japan; Dept. of Info. Science and Engineering, Ritsumeikan University, Japan",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","384","391","This paper addresses the lack of research on periodic reinforcement learning for physical robot control by presenting a 3-phase periodic Bayesian reinforcement learning method for uncertain environments. Drawing on cognition theory, the proposed approach achieves effective convergence with fewer training episodes. The coach-based demonstration phase narrows the search space and establishes a foundation for a coarse-to-fine control strategy. The reconnaissance phase enhances adaptability by discovering a valuable global repre-sentation, and the operation phase produces accurate robotic control by applying the learned representation and periodically updating local information. Comparative analysis with state-of-the-art methods validates the efficacy of our approach on exemplar control tasks in simulation and a biomedical project involving a simulated cranial window task.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10342166","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342166","","Training;Uncertainty;Robot control;Reinforcement learning;Reconnaissance;Bayes methods;Cranial","","1","","23","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"Residual Physics Learning and System Identification for Sim-to-real Transfer of Policies on Buoyancy Assisted Legged Robots","N. Sontakke; H. Chae; S. Lee; T. Huang; D. W. Hong; S. Hal","School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; Department of Mechanical and Aerospace Engineering, Los Angeles (UCLA), University of California, Los Angeles, CA, USA; Department of Computer Science, Los Angeles (UCLA), University of California, Los Angeles, CA, USA; School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; Department of Mechanical and Aerospace Engineering, Los Angeles (UCLA), University of California, Los Angeles, CA, USA; School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","392","399","The light and soft characteristics of Buoyancy Assisted Lightweight Legged Unit (BALLU) robots have a great potential to provide intrinsically safe interactions in environments involving humans, unlike many heavy and rigid robots. However, their unique and sensitive dynamics impose challenges to obtaining robust control policies in the real world. In this work, we demonstrate robust sim-to-real transfer of control policies on the BALLU robots via system identification and our novel residual physics learning method, Environment Mimic (EnvMimic). First, we model the nonlinear dynamics of the actuators by collecting hardware data and optimizing the simulation parameters. Rather than relying on standard supervised learning formulations, we utilize deep reinforcement learning to train an external force policy to match real-world trajectories, which enables us to model residual physics with greater fidelity. We analyze the improved simulation fidelity by comparing the simulation trajectories against the real-world ones. We finally demonstrate that the improved simulator allows us to learn better walking and turning policies that can be successfully deployed on the hardware of BALLU.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10342062","National Science Foundation(grant numbers:2024768); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342062","","Legged locomotion;Supervised learning;Buoyancy;Robot sensing systems;Turning;Hardware;Trajectory","","14","","61","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"Data-Efficient Online Learning of Ball Placement in Robot Table Tennis","P. Tobuschat; H. Ma; D. Büchler; B. Schölkopf; M. Muehlebach","The Max Planck Institute for Intelligent Systems, Tübingen, Germany; The Max Planck Institute for Intelligent Systems, Tübingen, Germany; The Max Planck Institute for Intelligent Systems, Tübingen, Germany; The Max Planck Institute for Intelligent Systems, Tübingen, Germany; The Max Planck Institute for Intelligent Systems, Tübingen, Germany",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","567","573","We present an implementation of an online op-timization algorithm for hitting a predefined target when returning ping-pong balls with a table tennis robot. The online algorithm optimizes over so-called interception policies, which define the manner in which the robot arm intercepts the ball. In our case, these are composed of the state of the robot arm (position and velocity) at interception time. Gradient information is provided to the optimization algorithm via the mapping from the interception policy to the landing point of the ball on the table, which is approximated with a black-box and a grey-box approach. Our algorithm is applied to a robotic arm with four degrees of freedom that is driven by pneumatic artificial muscles. As a result, the robot arm is able to return the ball onto any predefined target on the table after about 2–5 iterations. We highlight the robustness of our approach by showing rapid convergence with both the black-box and the grey-box gradients. In addition, the small number of iterations required to reach close proximity to the target also underlines the sample efficiency. A demonstration video can be found here: https://youtu.be/VC3KJoCss0k.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10342132","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342132","","Closed box;Pneumatic systems;Manipulators;Approximation algorithms;Prediction algorithms;Robustness;Robots","","2","","33","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"Domain Randomization for Robust, Affordable and Effective Closed-Loop Control of Soft Robots","G. Tiboni; A. Protopapa; T. Tommasi; G. Averta","Politecnico di Torino, Turin, Italy; Politecnico di Torino, Turin, Italy; Politecnico di Torino, Turin, Italy; Politecnico di Torino, Turin, Italy",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","612","619","Soft robots are gaining popularity thanks to their intrinsic safety to contacts and adaptability. However, the potentially infinite number of Degrees of Freedom makes their modeling a daunting task, and in many cases only an approximated description is available. This challenge makes reinforcement learning (RL) based approaches inefficient when deployed on a realistic scenario, due to the large domain gap between models and the real platform. In this work, we demonstrate, for the first time, how Domain Randomization (DR) can solve this problem by enhancing RL policies for soft robots with: i) robustness w.r.t. unknown dynamics parameters; ii) reduced training times by exploiting drastically simpler dynamic models for learning; iii) better environment exploration, which can lead to exploitation of environmental constraints for optimal performance. Moreover, we introduce a novel algorithmic extension to previous adaptive domain randomization methods for the automatic inference of dynamics parameters for deformable objects. We provide an extensive evaluation in simulation on four different tasks and two soft robot designs, opening interesting perspectives for future research on Reinforcement Learning for closed-loop soft robot control.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10342537","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342537","","Training;Adaptation models;Heuristic algorithms;Reinforcement learning;Soft robotics;Robustness;Trajectory","","9","","36","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
"Multi-UAV Adaptive Path Planning Using Deep Reinforcement Learning","J. Westheider; J. Rückin; M. Popović","Cluster of Excellence PhenoRob, Institute of Geodesy and Geoinformation, University of Bonn; Cluster of Excellence PhenoRob, Institute of Geodesy and Geoinformation, University of Bonn; Cluster of Excellence PhenoRob, Institute of Geodesy and Geoinformation, University of Bonn",2023 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"13 Dec 2023","2023","","","649","656","Efficient aerial data collection is important in many remote sensing applications. In large-scale monitoring scenarios, deploying a team of unmanned aerial vehicles (UAVs) offers improved spatial coverage and robustness against individual failures. However, a key challenge is cooperative path planning for the UAVs to efficiently achieve a joint mission goal. We propose a novel multi-agent informative path planning approach based on deep reinforcement learning for adaptive terrain monitoring scenarios using UAV teams. We introduce new network feature representations to effectively learn path planning in a 3D workspace. By leveraging a counterfactual baseline, our approach explicitly addresses credit assignment to learn cooperative behaviour. Our experimental evaluation shows improved planning performance, i.e. maps regions of interest more quickly, with respect to non-counterfactual variants. Results on synthetic and real-world data show that our approach has superior performance compared to state-of-the-art non-learning-based methods, while being transferable to varying team sizes and communication constraints.","2153-0866","978-1-6654-9190-7","10.1109/IROS55552.2023.10342516","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10342516","","Deep learning;Three-dimensional displays;Reinforcement learning;Autonomous aerial vehicles;Path planning;Robustness;Planning","","61","","28","IEEE","13 Dec 2023","1-5 Oct. 2023","1-5 Oct. 2023","IEEE","IEEE Conferences"
