"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Adversarial Motion Priors Make Good Substitutes for Complex Reward Functions","A. Escontrela; X. B. Peng; W. Yu; T. Zhang; A. Iscen; K. Goldberg; P. Abbeel",UC Berkeley; UC Berkeley; Google Brain; Google Brain; Google Brain; UC Berkeley; UC Berkeley,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","25","32","Training a high-dimensional simulated agent with an under-specified reward function often leads the agent to learn physically infeasible strategies that are ineffective when deployed in the real world. To mitigate these unnatural behaviors, reinforcement learning practitioners often utilize complex reward functions that encourage physically plausible behaviors. However, a tedious labor-intensive tuning process is often required to create hand-designed rewards which might not easily generalize across platforms and tasks. We propose substituting complex reward functions with “style rewards” learned from a dataset of motion capture demonstrations. A learned style reward can be combined with an arbitrary task reward to train policies that perform tasks using naturalistic strategies. These natural strategies can also facilitate transfer to the real world. We build upon Adversarial Motion Priors - an approach from the computer graphics domain that encodes a style reward from a dataset of reference motions - to demonstrate that an adversarial approach to training policies can produce behaviors that transfer to a real quadrupedal robot without requiring complex reward functions. We also demonstrate that an effective style reward can be learned from a few seconds of motion capture data gathered from a German Shepherd and leads to energy-efficient locomotion strategies with natural gait transitions.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981973","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981973","","Training;Reinforcement learning;Computer graphics;Energy efficiency;Motion capture;Behavioral sciences;Quadrupedal robots","","98","","58","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"Bio-inspired Reflex System for Learning Visual Information for Resilient Robotic Manipulation","K. Junge; K. Qiu; J. Hughes","CREATE Lab, EPFL, Lausanne, Switzerland; CREATE Lab, EPFL, Lausanne, Switzerland; CREATE Lab, EPFL, Lausanne, Switzerland",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","56","62","Humans have an incredible sense of self-preservation that is both instilled, and also learned through experience. One system which contributes to this is the pain and reflex system which both minimizes damage through involuntary reflex actions and also serves as a means of 'negative reinforcement’ to allow learning of poor actions or decision. Equipping robots with a reflex system and parallel learning architecture could help to prolong their useful life and allow for continued learning of safe actions. Focusing on a specific mock-up scenario of cubes on a 'stove’ like setup, we investigate the hardware and learning approaches for a robotic manipulator to learn the presence of 'hot’ objects and its contextual relationship to the environment. By creating a reflex arc using analog electronics that bypasses the 'brain’ of the system we show an increase in the speed of release by at least two-fold. In parallel we have a learning procedure which combines visual information of the scene with this 'pain signal’ to learn and predict when an object may be hot, utilizing an object detection neural network. Finally, we are able to extract the learned contextual information of the environment by introducing a method inspired by 'thought experiments' to generate heatmaps that indicate the probability of the environment being hot.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981310","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981310","","Heating systems;Visualization;Pain;Neural networks;Focusing;Object detection;Robot sensing systems","","1","","17","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"A Solution to Slosh-free Robot Trajectory Optimization","R. I. C. Muchacho; R. Laha; L. F. C. Figueredo; S. Haddadin","Munich Institute of Robotics & Machine Intelligence, Technische Universität München (TUM), Germany; Munich Institute of Robotics & Machine Intelligence, Technische Universität München (TUM), Germany; Munich Institute of Robotics & Machine Intelligence, Technische Universität München (TUM), Germany; Munich Institute of Robotics & Machine Intelligence, Technische Universität München (TUM), Germany",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","223","230","This paper is about fast slosh-free fluid transportation. Existing approaches are either computationally heavy or only suitable for specific robots and container shapes. We model the end effector as a point mass suspended by a spherical pendulum and study the requirements for slosh-free motion and the validity of the point mass model. In this approach, slosh-free trajectories are generated by controlling the pendulum's pivot and simulating the motion of the point mass. We cast the trajectory optimization problem as a quadratic program-this strategy can be used to obtain valid control inputs. Through simulations and experiments on a 7 DoF Franka Emika Panda robot we validate the effectiveness of the proposed approach.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981173","","Visualization;Torque;Three-dimensional displays;Computational modeling;Transportation;Containers;Robot sensing systems","","26","","47","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"Virtual Reality Simulator for Fetoscopic Spina Bifida Repair Surgery","P. Korzeniowski; S. Płotka; R. Brawura-Biskupski-Samaha; A. Sitek","Sano Centre for Computational Medicine, Cracow, Poland; Sano Centre for Computational Medicine, Cracow, Poland; II Department of Obstetrics and Gynaecology, The Medical Centre of Postgraduate Education, Warsaw, Poland; Sano Centre for Computational Medicine, Cracow, Poland",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","401","406","Spina Bifida (SB) is a birth defect developed during the early stage of pregnancy in which there is incomplete closing of the spine around the spinal cord. The growing interest in fetoscopic Spina-Bifida repair, which is performed in fetuses who are still in the pregnant uterus, prompts the need for appropriate training. The learning curve for such procedures is steep and requires excellent procedural skills. Computer-based virtual reality (VR) simulation systems offer a safe, cost-effective, and configurable training environment free from ethical and patient safety issues. However, to the best of our knowledge, there are currently no commercial or experimental VR training simulation systems available for fetoscopic SB-repair procedures. In this paper, we propose a novel VR simulator for core manual skills training for SB-repair. An initial simulation realism validation study was carried out by obtaining subjective feedback (face and content validity) from 14 clinicians. The overall simulation realism was on average marked 4.07 on a 5-point Likert scale (1 - ‘very unrealistic’, 5 - ‘very realistic’). Its usefulness as a training tool for SB-repair as well as in learning fundamental laparoscopic skills was marked 4.63 and 4.80, respectively. These results indicate that VR simulation of fetoscopic procedures may contribute to surgical training without putting fetuses and their mothers at risk. It could also facilitate wider adaptation of fetoscopic procedures in place of much more invasive open fetal surgeries.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981920","European Regional Development Fund; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981920","","Training;Pregnancy;Solid modeling;Spinal cord;Computational modeling;Spine;Surgery","","14","","22","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"Investigation of Factorized Optical Flows as Mid-Level Representations","H. -K. Yang; T. -C. Hsiao; T. -H. Liao; H. -S. Liu; L. -Y. Tsao; T. -W. Wang; S. -Y. Yang; Y. -W. Chen; H. -R. Liao; C. -Y. Lee","Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan; Department of Computer Science, Elsa Lab, National Tsing Hua University, Hsinchu City, Taiwan",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","746","753","In this paper, we introduce a new concept of incorporating factorized flow maps as mid-level representations, for bridging the perception and the control modules in modular learning based robotic frameworks. To investigate the advantages of factorized flow maps and examine their interplay with the other types of mid-level representations, we further develop a configurable framework, along with four different environments that contain both static and dynamic objects, for analyzing the impacts of factorized optical flow maps on the performance of deep reinforcement learning agents. Based on this framework, we report our experimental results on various scenarios, and offer a set of analyses to justify our hypothesis. Finally, we validate flow factorization in real world scenarios.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981638","Ministry of Science and Technology (MOST) in Taiwan(grant numbers:MOST 111-2628-E-007-010); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981638","","Deep learning;Image motion analysis;Computer vision;Sensitivity;Reinforcement learning;Behavioral sciences;Optical flow","","1","","34","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"Task Decoupling in Preference-based Reinforcement Learning for Personalized Human-Robot Interaction","M. Liu; C. Chen","Department of Control and Systems Engineering, School of Management and Engineering, Nanjing University, Nanjing, China; Department of Control and Systems Engineering, School of Management and Engineering, Nanjing University, Nanjing, China",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","848","855","Intelligent robots designed to interact with hu-mans in the real world need to adapt to the preferences of different individuals. Preference-based reinforcement learning (RL) has shown great potential for teaching robots to learn personalized behaviors from interacting with humans with-out a meticulous, hand-crafted reward function, replaced by learning reward based on a human's preferences between two robot trajectories. However, poor feedback efficiency and poor exploration in the state and reward spaces make current preference-based RL algorithms perform poorly in complex interactive tasks. To improve the performance of preference-based RL, we incorporate prior knowledge of the task into preference-based RL. Specifically, we decouple the task from preference in human-robot interaction. We utilize a sketchy task reward derived from task priori to instruct robots to conduct more effective task exploration. Then a learned reward from preference-based RL is used to optimize the robot's policy to align with human preferences. In addition, these two parts are combined organically via reward shaping. The experimental results show that our method is a practical and effective solution for personalized human-robot interaction. Code is available at https://github.com/Wenminggong/PbRL_for_PHRI.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981076","National Key Research and Development Program of China(grant numbers:2018AAA0101100); National Natural Science Foundation of China(grant numbers:62073160); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981076","","Codes;Education;Human-robot interaction;Reinforcement learning;Trajectory;Behavioral sciences;Task analysis","","10","","30","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"Keeping Humans in the Loop: Teaching via Feedback in Continuous Action Space Environments","I. Sheidlower; A. Moore; E. Short",Tufts University School of Engineering; Tufts University School of Engineering; Tufts University School of Engineering,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","863","870","Interactive Reinforcement Learning (IntRL) allows human teachers to accelerate the learning process of Reinforcement Learning (RL) robots. However, IntRL has largely been limited to tasks with discrete-action spaces in which actions are relatively slow. This limits IntRL's application to more complicated and challenging robotic tasks, the very tasks that modern RL is particularly well-suited for. We seek to bridge this gap by presenting Continuous Action-space Interactive Reinforcement learning (CAIR): the first continuous action-space IntRL algorithm that is capable of using teacher feedback to out-perform state-of-the-art RL algorithms in those tasks. CAIR combines policies learned from the environment and the teacher into a single policy that proportionally weights the two policies based on their agreement. This allows a CAIR agent to learn a relatively stable policy despite potentially noisy or coarse teacher feedback. We validate our approach in two simulated robotics tasks with easy-to-design and - understand heuristic oracle teachers. Furthermore, we validate our approach in a human subjects study through Amazon Mechanical Turk and show CAIR out-performs the prior state-of-the-art in Interactive RL.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9982282","National Science Foundation(grant numbers:2132887); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982282","","Bridges;Education;Reinforcement learning;Human in the loop;Noise measurement;Task analysis;Intelligent robots","","7","","37","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"Evaluating Human-like Explanations for Robot Actions in Reinforcement Learning Scenarios","F. Cruz; C. Young; R. Dazeley; P. Vamplew","School of Computer Science and Engineering, University of New South Wales, Sydney, Australia; School of Engineering, IT and Physical Sciences, Federation University, Ballarat, Australia; School of Information Technology, Deakin University, Geelong, Australia; School of Engineering, IT and Physical Sciences, Federation University, Ballarat, Australia",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","894","901","Explainable artificial intelligence is a research field that tries to provide more transparency for autonomous intelligent systems. Explainability has been used, particularly in reinforcement learning and robotic scenarios, to better understand the robot decision-making process. Previous work, however, has been widely focused on providing technical explanations that can be better understood by AI practitioners than non-expert end-users. In this work, we make use of human-like explanations built from the probability of success to complete the goal that an autonomous robot shows after performing an action. These explanations are intended to be understood by people who have no or very little experience with artificial intelligence methods. This paper presents a user trial to study whether these explanations that focus on the probability an action has of succeeding in its goal constitute a suitable explanation for non-expert end-users. The results obtained show that non-expert participants rate robot explanations that focus on the probability of success higher and with less variance than technical explanations generated from Q-values, and also favor counterfactual explanations over standalone explanations.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981334","Deakin University; Federation University Australia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981334","","Training;Presses;Scholarships;Reinforcement learning;Planning;Australia;Task analysis","","13","","32","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"DreamingV2: Reinforcement Learning with Discrete World Models without Reconstruction","M. Okada; T. Taniguchi","Technology Division, Panasonic Corporation, Digital & AI Technology Center, Japan; Technology Division, Panasonic Corporation, Digital & AI Technology Center, Japan",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","985","991","The present paper proposes a novel reinforce-ment learning method with world models, DreamingV2, a collaborative extension of DreamerV2 and Dreaming. Dream- erV2 is a cutting-edge model-based reinforcement learning from pixels that uses discrete world models to represent latent states with categorical variables. Dreaming is also a form of reinforcement learning from pixels that attempts to avoid the auto encoding process in general world model training by involving a reconstruction-free contrastive learning objective. The proposed DreamingV2 is a novel approach of adopting both the discrete representation of DreamingV2 and the reconstruction-free objective of Dreaming. Compared to DreamerV2 and other recent model-based methods without reconstruction, DreamingV2 achieves the best scores on five simulated challenging 3D robot arm tasks. We believe that DreamingV2 will be a reliable solution for robot learning since its discrete representation is suitable to describe discontinuous environments, and the reconstruction-free fashion well manages complex vision observations.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981405","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981405","","Training;Point cloud compression;Solid modeling;Three-dimensional displays;Service robots;Reinforcement learning;Self-supervised learning","","27","","36","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
"Playful Interactions for Representation Learning","S. Young; J. Pari; P. Abbeel; L. Pinto",UC Berkeley; NYU; UC Berkeley; NYU,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),"26 Dec 2022","2022","","","992","999","Ahstract- One of the key challenges in visual imitation learning is collecting large amounts of expert demonstrations for a given task. While methods for collecting human demonstrations are becoming easier with teleoperation methods and the use of low-cost assistive tools, we often still require 100–1000 demonstrations for every task to learn a visual representation and policy. To address this, we turn to an alternate form of data that does not require task-specific demonstrations - play. Playing is a fundamental method children use to learn a set of skills and behaviors and visual representations in early learning. Importantly, play data is diverse, task-agnostic, and relatively cheap to obtain. In this work, we propose to use playful interactions in a self-supervised manner to learn visual representations for downstream tasks. We collect 2 hours of playful data in 19 diverse environments and use self-predictive learning to extract visual representations. Given these representations, we train policies using imitation learning for two downstream tasks: Pushing and Stacking. We demonstrate that our visual representations generalize better than standard behavior cloning and can achieve similar performance with only half the number of required demonstrations. Our representations, which are trained from scratch, compare favorably against ImageNet pretrained representations. Finally, we provide an experimental analysis on the effects of different pretraining modes on downstream task learning.","2153-0866","978-1-6654-7927-1","10.1109/IROS47612.2022.9981307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981307","","Representation learning;Visualization;Stacking;Cloning;Behavioral sciences;Data mining;Task analysis","","2","","53","IEEE","26 Dec 2022","23-27 Oct. 2022","23-27 Oct. 2022","IEEE","IEEE Conferences"
