"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"SAGCI-System: Towards Sample-Efficient, Generalizable, Compositional, and Incremental Robot Learning","J. Lv; Q. Yu; L. Shao; W. Liu; W. Xu; C. Lu","Department of Computer Science, Shanghai Jiao Tong University, China; Department of Computer Science, Shanghai Jiao Tong University, China; Artificial Intelligence Lab, Stanford University, USA; School of Mechanical Engineering, Shanghai Jiao Tong University, China; Department of Computer Science, Shanghai Jiao Tong University, China; Department of Computer Science, Shanghai Jiao Tong University, China",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","98","105","Building general-purpose robots to perform a diverse range of tasks in a large variety of environments in the physical world at the human level is extremely challenging. According to [1], it requires the robot learning to be sample-efficient, generalizable, compositional, and incremental. In this work, we introduce a systematic learning framework called SAGCI-system towards achieving these above four requirements. Our system first takes the raw point clouds gathered by the camera mounted on the robot's wrist as the inputs and produces initial modeling of the surrounding environment represented as a file of Unified Robot Description Format (URDF). Our system adopts a learning-augmented differentiable simulation that loads the URDF. The robot then utilizes the interactive perception to interact with the environment to online verify and modify the URDF. Leveraging the differentiable simulation, we propose a model-based learning algorithm combining object-centric and robot-centric stages to efficiently produce policies to accomplish manipulation tasks. We apply our system to perform articulated object manipulation tasks, both in the simulation and the real world. Extensive experiments demonstrate the effectiveness of our proposed learning framework. Supplemental materials and videos are available on our project webpage https://sites.google.com/view/egci.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9811859","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811859","","Wrist;Point cloud compression;Learning systems;Systematics;Robot vision systems;Cameras;Robot learning","","18","","54","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Learning to Navigate by Pushing","C. Bauer; D. Bauer; A. Allaire; C. G. Atkeson; N. Pollard","Robotics Institute, Carnegie Mellon Univ, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon Univ, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon Univ, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon Univ, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon Univ, Pittsburgh, PA, USA",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","171","177","In this work, we investigate a form of dynamic contact-rich locomotion in which a robot pushes off from obstacles in order to move through its environment. We present a reflex-based approach that switches between optimized hand-crafted reflex controllers and produces smooth and predictable motions. In contrast to previous work, our approach does not rely on periodic movements, complex models of robot and contact dynamics, or extensive hand tuning. We demonstrate the effectiveness of our approach and evaluate its performance compared to a standard model-free RL algorithm. We identify continuous clusters of similar behaviours, which allows us to successfully transfer different push-off motions directly from simulation to a physical robot without further retraining.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9812194","National Science Foundation(grant numbers:CMMI-1925130); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812194","","Navigation;Heuristic algorithms;Dynamics;Clustering algorithms;Prediction algorithms;Control systems;Object recognition","","2","","34","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Learning to Socially Navigate in Pedestrian-rich Environments with Interaction Capacity","Q. Qiu; S. Yao; J. Wang; J. Ma; G. Chen; J. Ji","School of Data Science, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, USTC, Hefei, China; School of Data Science, University of Science and Technology of China, Hefei, China; School of Data Science, University of Science and Technology of China, Hefei, China; School of Computer Science and Technology, USTC, Hefei, China; School of Computer Science and Technology, USTC, Hefei, China",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","279","285","Existing navigation policies for autonomous robots tend to focus on collision avoidance while ignoring human-robot interactions in social life. For instance, robots can pass along the corridor safer and easier if pedestrians notice them. Sounds have been considered as an efficient way to attract the attention of pedestrians, which can alleviate the freezing robot problem. In this work, we present a new deep reinforcement learning (DRL) based social navigation approach for autonomous robots to move in pedestrian-rich environments with interaction capacity. Most existing DRL based methods intend to train a general policy that outputs both navigation actions, i.e., expected robot's linear and angular velocities, and interaction actions, i.e., the beep action, in the context of reinforcement learning. Different from these methods, we intend to train the policy via both supervised learning and reinforcement learning. In specific, we first train an interaction policy in the context of supervised learning, which provides a better understanding of the social situation, then we use this interaction policy to train the navigation policy via multiple reinforcement learning algorithms. We evaluate our approach in various simulation environments and compare it to other methods. The experimental results show that our approach outperforms others in terms of the success rate. We also deploy the trained policy on a real-world robot, which shows a nice performance in crowded environments.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9811662","National Key Research and Development Program of China(grant numbers:2018AAA0100500); Anhui Provincial Development and Reform Commission; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811662","","Adaptation models;Automation;Navigation;Supervised learning;Human-robot interaction;Reinforcement learning;Angular velocity","","17","","35","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Nearest-Neighbor-based Collision Avoidance for Quadrotors via Reinforcement Learning","R. Ourari; K. Cui; A. Elshamanhory; H. Koeppl","Department of Electrical Engineering, Technische Universität Darmstadt, Darmstadt, Germany; Department of Electrical Engineering, Technische Universität Darmstadt, Darmstadt, Germany; Department of Electrical Engineering, Technische Universität Darmstadt, Darmstadt, Germany; Department of Electrical Engineering, Technische Universität Darmstadt, Darmstadt, Germany",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","293","300","Collision avoidance algorithms are of central interest to many drone applications. In particular, decentralized approaches may be the key to enabling robust drone swarm solutions in cases where centralized communication becomes computationally prohibitive. In this work, we draw biological inspiration from flocks of starlings (Sturnus vulgaris) and apply the insight to end-to-end learned decentralized collision avoidance. More specifically, we propose a new, scalable observation model following a biomimetic nearest-neighbor information constraint that leads to fast learning and good collision avoidance behavior. By proposing a general reinforcement learning approach, we obtain an end-to-end learning-based approach to integrating collision avoidance with arbitrary tasks such as package collection and formation change. To validate the generality of this approach, we successfully apply our methodology through motion models of medium complexity, modeling momentum and nonetheless allowing direct application to real world quadrotors in conjunction with a standard PID controller. In contrast to prior works, we find that in our sufficiently rich motion model, nearest-neighbor information is indeed enough to learn effective collision avoidance behavior. Our learned policies are tested in simulation and subsequently transferred to real-world drones to validate their real-world applicability.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9812221","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812221","","Automation;Computational modeling;Biological system modeling;Reinforcement learning;Behavioral sciences;Complexity theory;Collision avoidance","","16","","44","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Learning Multi-Task Transferable Rewards via Variational Inverse Reinforcement Learning","S. -W. Yoo; S. -W. Seo","Department of Electrical and Computer Engineering, Seoul National University, Republic of Korea; Department of Electrical and Computer Engineering, Seoul National University, Republic of Korea",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","434","440","Many robotic tasks are composed of a lot of temporally correlated sub-tasks in a highly complex environment. It is important to discover situational intentions and proper actions by deliberating on temporal abstractions to solve problems effectively. To understand the intention separated from changing task dynamics, we extend an empowerment-based regularization technique to situations with multiple tasks based on the framework of a generative adversarial network. Under the multitask environments with unknown dynamics, we focus on learning a reward and policy from the unlabeled expert examples. In this study, we define situational empowerment as the maximum of mutual information representing how an action conditioned on both a certain state and sub-task affects the future. Our proposed method derives the variational lower bound of the situational mutual information to optimize it. We simultaneously learn the transferable multi-task reward function and policy by adding an induced term to the objective function. By doing so, the multi-task reward function helps to learn a robust policy for environmental change. We validate the advantages of our approach on multi-task learning and multi-task transfer learning. We demonstrate our proposed method has the robustness of both randomness and changing task dynamics. Finally, we prove that our method has significantly better performance and data efficiency than existing imitation learning methods on various benchmarks.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9811697","National Research Foundation of Korea (NRF); Seoul National University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811697","","Learning systems;Transfer learning;Reinforcement learning;Multitasking;Linear programming;Robustness;Behavioral sciences","","5","","21","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Learning from Imperfect Demonstrations via Adversarial Confidence Transfer","Z. Cao; Z. Wang; D. Sadigh","Computer Science, Stanford University, CA, USA; Computer Science, Stanford University, CA, USA; Computer Science, Stanford University, CA, USA",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","441","447","Existing learning from demonstration algorithms usually assume access to expert demonstrations. However, this assumption is limiting in many real-world applications since the collected demonstrations may be suboptimal or even consist of failure cases. We therefore study the problem of learning from imperfect demonstrations by learning a confidence predictor. Specifically, we rely on demonstrations along with their confidence values from a different correspondent environment (source environment) to learn a confidence predictor for the environment we aim to learn a policy in (target environment-where we only have unlabeled demonstrations). We learn a common latent space through adversarial distribution matching of multi-length partial trajectories to enable the transfer of confidence across source and target environments. The learned confidence reweights the demonstrations to enable learning more from informative demonstrations and discarding the irrelevant ones. Our experiments in three simulated environments and a real robot reaching task demonstrate that our approach learns a policy with the highest expected return. We show the videos of our experiments on our website.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9811891","NSF(grant numbers:1849952,1941722); ONR; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811891","","Limiting;Automation;Prediction algorithms;Trajectory;Task analysis;Robots;Videos","","5","","35","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"OPIRL: Sample Efficient Off-Policy Inverse Reinforcement Learning via Distribution Matching","H. Hoshino; K. Ota; A. Kanezaki; R. Yokota","Department of Computer Science, School of Computing, Tokyo Institute of Technology, Japan; Department of Computer Science, School of Computing, Tokyo Institute of Technology, Japan; Department of Computer Science, School of Computing, Tokyo Institute of Technology, Japan; Global Scientific Information and Computing Center, Tokyo Institute of Technology, Japan",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","448","454","Inverse Reinforcement Learning (IRL) is attractive in scenarios where reward engineering can be tedious. However, prior IRL algorithms use on-policy transitions, which require intensive sampling from the current policy for stable and optimal performance. This limits IRL applications in the real world, where environment interactions can become highly expensive. To tackle this problem, we present Off-Policy Inverse Reinforcement Learning (OPIRL), which (1) adopts off-policy data distribution instead of on-policy and enables significant reduction of the number of interactions with the environment, (2) learns a reward function that is transferable with high generalization capabilities on changing dynamics, and (3) leverages mode-covering behavior for faster convergence. We demonstrate that our method is considerably more sample efficient and generalizes to novel environments through the experiments. Our method achieves better or comparable results on policy performance baselines with significantly fewer interactions. Furthermore, we empirically show that the recovered reward function generalizes to different tasks where prior arts are prone to fail.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9811660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811660","Imitation Learning;Transfer Learning;Learning from Demonstration;Inverse Reinforcement Learning","Training;Automation;Reinforcement learning;Control systems;Behavioral sciences;Usability;Task analysis","","6","","38","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Cross Domain Robot Imitation with Invariant Representation","Z. -H. Yin; L. Sun; H. Ma; M. Tomizuka; W. -J. Li","Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology, Hong Kong SAR.; Department of Mechanical Engineering, University of California, Berkeley, Berkeley, CA, USA; Department of Mechanical Engineering, University of California, Berkeley, Berkeley, CA, USA; Department of Mechanical Engineering, University of California, Berkeley, Berkeley, CA, USA; Department of Computer Science and Technology, Nanjing University, Nanjing, PRC",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","455","461","Animals are able to imitate each others' behavior, despite their difference in biomechanics. In contrast, imitating other similar robots is a much more challenging task in robotics. This problem is called cross domain imitation learning (CDIL). In this paper, we consider CDIL on a class of similar robots. We tackle this problem by introducing an imitation learning algorithm based on invariant representation. We propose to learn invariant state and action representations, which align the behavior of multiple robots so that CDIL becomes possible. Compared with previous invariant representation learning methods for similar purposes, our method does not require human-labeled pairwise data for training. Instead, we use cycle-consistency and domain confusion to align the representation and increase its robustness. We test the algorithm on multiple robots in the simulator and show that unseen new robot instances can be trained with existing expert demonstrations successfully. Qualitative results also demonstrate that the proposed method is able to learn similar representations for different robots with similar behaviors, which is essential for successful CDIL.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9811668","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9811668","","Training;Representation learning;Biomechanics;Automation;Animals;Robustness;Behavioral sciences","","5","","30","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Interleaving Monte Carlo Tree Search and Self-Supervised Learning for Object Retrieval in Clutter","B. Huang; T. Guo; A. Boularias; J. Yu","Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, NJ, USA; Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, NJ, USA; Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, NJ, USA; Department of Computer Science, Rutgers, the State University of New Jersey, Piscataway, NJ, USA",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","625","632","In this study, working with the task of object retrieval in clutter, we have developed a robot learning framework in which Monte Carlo Tree Search (MCTS) is first applied to enable a Deep Neural Network (DNN) to learn the intricate interactions between a robot arm and a complex scene containing many objects, allowing the DNN to partially clone the behavior of MCTS. In turn, the trained DNN is integrated into MCTS to help guide its search effort. We call this approach learning-guided Monte Carlo tree search for Object REtrieval (MORE), which delivers significant computational efficiency gains and added solution optimality. MORE is a self-supervised robotics framework/pipeline capable of working in the real world that successfully embodies the System 2 → System 1 learning philosophy proposed by Kahneman, where learned knowledge, used properly, can help greatly speed up a time-consuming decision process over time. Videos and supplementary material can be found at https://github.com/arc-l/more.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9812132","NSF(grant numbers:IIS-1734492,IIS-1846043,IIS-1845888,CCF-1934924,IIS-2132972); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812132","","Monte Carlo methods;Philosophical considerations;Neural networks;Self-supervised learning;Search problems;Manipulators;Robot learning","","15","","48","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
"Powerful and dexterous multi-finger hand using dynamical pulley mechanism","T. Hasegawa; H. Waita; T. Kawakami; Y. Takemura; T. Ishikawa; Y. Kimura; C. Tanaka; K. Sugiyama; T. Yoshiike","Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan; Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan; Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan; Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan; Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan; Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan; Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan; Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan; Frontier Robotics domain, Honda R&D Co., Ltd., Saitama, Japan",2022 International Conference on Robotics and Automation (ICRA),"12 Jul 2022","2022","","","707","713","A multi-fingered hand that can grasp and manipulate a variety of objects is an option for assisting people in their daily lives. However, the range of torque output that can be handled by the multi-fingered hand is very limited compared to the capability of the human hand. In this paper, we introduce a new multi-fingered hand consisting of a dynamic pulley and a linkage mechanism, aiming to achieve a human-like output torque with a human-like size. The proposed multi-fingered hand can achieve a fingertip force of 50N, which is equivalent to that of a human, and at the same time can perform delicate operations such as picking up a coin on a desk. In addition, we realized the stay-on-tab opening task of a can by utilizing fingertip strength.","","978-1-7281-9681-7","10.1109/ICRA46639.2022.9812112","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9812112","","Torque;Pulleys;Friction;Force;Wires;Grasping;Reinforcement learning","","14","","23","IEEE","12 Jul 2022","23-27 May 2022","23-27 May 2022","IEEE","IEEE Conferences"
