"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"RL-GSBridge: 3D Gaussian Splatting Based Real2Sim2Real Method for Robotic Manipulation Learning","Y. Wu; L. Pan; W. Wu; G. Wang; Y. Miao; F. Xu; H. Wang","Shenzhen Research Institute of Shanghai Jiao Tong University, Shenzhen, China; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; Shenzhen Research Institute of Shanghai Jiao Tong University, Shenzhen, China; Department of Engineering, University of Cambridge, Cambridge, U.K.; School of Information and Control Engineering, China University of Mining and Technology, Xuzhou, China; Shenzhen Research Institute of Shanghai Jiao Tong University, Shenzhen, China; Shenzhen Research Institute of Shanghai Jiao Tong University, Shenzhen, China",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","192","198","Sim-to-Real refers to the process of transferring policies learned in simulation to the real world, which is crucial for achieving practical robotics applications. However, recent Sim2real methods either rely on a large amount of augmented data or large learning models, which is inefficient for specific tasks. In recent years, with the emergence of radiance field reconstruction methods, especially 3D Gaussian splatting, it has become possible to construct realistic real-world scenes. To this end, we propose RL-GSBridge, a novel real-to-sim-to-real framework which incorporates 3D Gaussian Splatting into the conventional RL simulation pipeline, enabling zero-shot sim-to-real transfer for vision-based deep reinforcement learning. We introduce a mesh-based 3D GS method with soft binding constraints, enhancing the rendering quality of mesh models. Then utilizing a GS editing approach to synchronize the rendering with the physics simulator, RL-GSBridge could reflect the visual interactions of the physical robot accurately. Through a series of sim-to-real experiments, including grasping and pick-and-place tasks, we demonstrate that RL-GSBridge maintains a satisfactory success rate in real-world task completion during sim-to-real transfer. Furthermore, a series of rendering metrics and visualization results indicate that our proposed mesh-based 3D GS reduces artifacts in unstructured objects, demonstrating more realistic rendering performance.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128103","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128103","","Measurement;Visualization;Solid modeling;Three-dimensional displays;Pipelines;Reconstruction algorithms;Rendering (computer graphics);Synchronization;Robots;Physics","","9","","45","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"From Ceilings to Walls: Universal Dynamic Perching of Quadrotors on Surfaces with Variable Orientations","B. Habas; A. Brown; D. Lee; M. Goldman; B. Cheng","Department of Mechanical Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Aerospace Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Mechanical Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Mechanical Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Mechanical Engineering, The Pennsylvania State University, University Park, PA, USA",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","288","294","This work demonstrates universal dynamic perching capabilities for quadrotors of various sizes and on surfaces with different orientations. By employing a non-dimensionalization framework and deep reinforcement learning, we systematically assessed how robot size and surface orientation affect landing capabilities. We hypothesized that maintaining geometric proportions across different robot scales ensures consistent perching behavior, which was validated in both simulation and experimental tests. Additionally, we investigated the effects of joint stiffness and damping in the landing gear on perching behaviors and performance. While joint stiffness had minimal impact, joint damping ratios influenced landing success under vertical approaching conditions. The study also identified a critical velocity threshold necessary for successful perching, determined by the robot's maneuverability and leg geometry. Overall, this research advances robotic perching capabilities, offering insights into the role of mechanical design and scaling effects, and lays the groundwork for future drone autonomy and operational efficiency in unstructured environments.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128577","National Science Foundation(grant numbers:CMMI-2230320); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128577","","Legged locomotion;Damping;Geometry;Gears;Deep reinforcement learning;Robots;Quadrotors;Drones","","2","","29","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"Autonomous Drone for Dynamic Smoke Plume Tracking","S. K. Pal; S. Sharma; N. Krishnakumar; J. Hong","Minnesota Robotics Institute, Minneapolis, MN, USA; Minnesota Robotics Institute, Minneapolis, MN, USA; Minnesota Robotics Institute, Minneapolis, MN, USA; Mechanical Engineering, Minnesota Robotics Institute, Minneapolis",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","303","309","This paper presents a novel autonomous drone-based smoke plume tracking system capable of navigating and tracking plumes in highly unsteady atmospheric conditions. The system integrates advanced hardware and software and a comprehensive simulation environment to ensure robust performance in controlled and real-world settings. The quadrotor, equipped with a high-resolution imaging system and an advanced onboard computing unit, performs precise maneuvers while accurately detecting and tracking dynamic smoke plumes under fluctuating conditions. Our software implements a two-phase flight operation: descending into the smoke plume upon detection and continuously monitoring the smoke's movement during in-plume tracking. Leveraging Proportional Integral-Derivative (PID) control and a Proximal Policy Optimization (PPO) based Deep Reinforcement Learning (DRL) controller enables adaptation to plume dynamics. Unreal Engine simulation evaluates performance under various smoke-wind scenarios, from steady flow to complex, unsteady fluctuations, showing that while the PID controller performs adequately in simpler scenarios, the DRL-based controller excels in more challenging environments. Field tests corroborate these findings. This system opens new possibilities for drone-based monitoring in areas like wildfire management and air quality assessment. The successful integration of DRL for real-time decision-making advances autonomous drone control for dynamic environments.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128144","National Science Foundation(grant numbers:NSF-MRI-2018658); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128144","","Wildfires;PI control;Tracking;Software;Real-time systems;PD control;Robotics and automation;Monitoring;Drones;Quadrotors","","3","","35","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"A Robust Deep Reinforcement Learning Framework for Image-Based Autonomous Guidewire Navigation","S. Yoo; H. Kwon; J. Choi; D. E. Chang","School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea; LN Robotics Inc. and Asan Medical Center, College of Medicine, University of Ulsan, Seoul, Republic of Korea; School of Electrical Engineering, Korea Advanced Institute of Science and Technology, Daejeon, Republic of Korea",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","468","474","Percutaneous coronary intervention (PCI) involves the insertion of a catheter or guidewire into a blood vessel of a patient, which poses a problem as a doctor is exposed to radiation during the procedure. The use of assistive robots has been proposed to address this issue. Furthermore, recent research is progressing toward complete autonomous navigation using deep reinforcement learning (DRL). Nevertheless, existing algorithms face limitations when operating in numerous unseen environments close to real PCI. This study proposes a robust DRL framework for image-based guidewire navigation to overcome the limitation. We introduce a subtasks strategy and domain randomization to improve robustness in various environments. The subtasks strategy consistently addresses complex global tasks by breaking them into subtasks designed using local maps, allowing them to be robustly solved by a single agent. Domain randomization is applied to handle real PCI issues, including variations in vessel geometry, guidewire deformation, and camera settings. By integrating the two novel methods, our DRL algorithm demonstrates superior performance compared to existing methods across various challenging simulation and phantom environments, validating its effectiveness in real-world scenarios. A video of our experiment is available at https://youtu.be/93Q88gESzOY.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11127741","Korea Health Industry Development Institute (KHIDI); Ministry of Health & Welfare(grant numbers:HI22C1498); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11127741","","Three-dimensional displays;Deformation;Navigation;Phantoms;Deep reinforcement learning;Cameras;Robustness;Robotics and automation;Autonomous robots;Videos","","","","21","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"IMRL: Integrating Visual, Physical, Temporal, and Geometric Representations for Enhanced Food Acquisition","R. Liu; Z. Mahammad; A. Bhaskar; P. Tokekar","University of Maryland, College Park, MD, USA; University of Maryland, College Park, MD, USA; University of Maryland, College Park, MD, USA; University of Maryland, College Park, MD, USA",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","741","747","Robotic assistive feeding holds significant promise for improving the quality of life for individuals with eating disabilities. However, acquiring diverse food items under varying conditions and generalizing to unseen food presents unique challenges. Existing methods that rely on surface-level geometric information (e.g., bounding box and pose) derived from visual cues (e.g., color, shape, and texture) often lacks adaptability and robustness, especially when foods share similar physical properties but differ in visual appearance. We employ imitation learning (IL) to learn a policy for food acquisition. Existing methods employ IL or Reinforcement Learning (RL) to learn a policy based on off-the-shelf image encoders such as ResNet-50. However, such representations are not robust and struggle to generalize across diverse acquisition scenarios. To address these limitations, we propose a novel approach, IMRL (Integrated Multi-Dimensional Representation Learning), which integrates visual, physical, temporal, and geometric representations to enhance the robustness and generalizability of IL for food acquisition. Our approach captures food types and physical properties (e.g., solid, semi-solid, granular, liquid, and mixture), models temporal dynamics of acquisition actions, and introduces geometric information to determine optimal scooping points and assess bowl fullness. IMRL enables IL to adaptively adjust scooping strategies based on context, improving the robot's capability to handle diverse food acquisition scenarios. Experiments on a real robot demonstrate our approach's robustness and adaptability across various foods and bowl configurations, including zero-shot generalization to unseen settings. Our approach achieves an improvement up to 35 % in success rate compared with the best-performing baseline. More details can be found on our website https://ruiiu.github.io/imrl.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128229","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128229","","Representation learning;Visualization;Shape;Reinforcement learning;Mixture models;Robot sensing systems;Solids;Robustness;Surface texture;Sensors","","5","","31","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"Sim4EndoR: A Reinforcement Learning Centered Simulation Platform for Task Automation of Endovascular Robotics","T. Yao; M. Ban; B. Lu; Z. Pei; P. Qi","Department of Control Science and Engineering, College of Electronics and Information Engineering, Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China; Department of Electrical and Electronic Engineering, Faculty of Engineering, The University of Hong Kong, Hong Kong, China; Robotics and Microsystems Center, School of Mechanical and Electric Engineering, Soochow University, Suzhou, Jiangsu, China; School of Oriental Pan-Vascular Devices Innovation College, University of Shanghai for Science and Technology, Shanghai, China; Department of Control Science and Engineering, College of Electronics and Information Engineering, Shanghai Institute of Intelligent Science and Technology, Tongji University, Shanghai, China",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","824","830","Robotic-assisted percutaneous coronary intervention (PCI) holds considerable promise for elevating precision and safety in cardiovascular procedures. Nevertheless, current systems heavily depend on human operators, resulting in variability and the potential for human error. To tackle these challenges, Sim4EndoR, an innovative reinforcement learning (RL) based simulation environment, is first introduced to bolster task-level autonomy in PCI. This platform offers a comprehensive and risk-free environment for the development, evaluation, and refinement of potential autonomous systems, enhancing data collection efficiency and minimizing the need for costly hardware trials. A notable aspect of the groundbreaking Sim4EndoR is its reward function, which takes into account the anatomical constraints of the vascular environment, utilizing the geometric characteristics of vessels to steer the learning process. By seamlessly integrating advanced physical simulations with neural network-driven policy learning, Sim4EndoR fosters efficient sim-to-real translation, paving the way for safer, more consistent robotic interventions in clinical practice, ultimately improving patient outcomes.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11127627","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11127627","","Translation;Automation;Autonomous systems;Reinforcement learning;Data collection;Hardware;Safety;Robots","","6","","26","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"MeshDMP: Motion Planning on Discrete Manifolds Using Dynamic Movement Primitives","M. D. Vedove; F. J. Abu-Dakka; L. Palopoli; D. Fontanelli; M. Saveriano","Department of Industrial Engineering, Università di Trento, Trento, Italy; Mechanical Engineering Program, Division of Engineering, New York University Abu Dhabi, Abu Dhabi, United Arab Emirates; Department of Information Engineering and Computer Science, Università di Trento, Trento, Italy; Department of Industrial Engineering, Università di Trento, Trento, Italy; Department of Industrial Engineering, Università di Trento, Trento, Italy",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","895","901","An open problem in industrial automation is to reliably perform tasks requiring in-contact movements with complex workpieces, as current solutions lack the ability to seamlessly adapt to the workpiece geometry. In this paper, we propose a Learning from Demonstration approach that allows a robot manipulator to learn and generalise motions across complex surfaces by leveraging differential mathematical operators on discrete manifolds to embed information on the geometry of the workpiece extracted from triangular meshes, and extend the Dynamic Movement Primitives (DMPs) framework to generate motions on the mesh surfaces. We also propose an effective strategy to adapt the motion to different surfaces, by introducing an isometric transformation of the learned forcing term. The resulting approach, namely MeshDMP, is evaluated both in simulation and real experiments, showing promising results in typical industrial automation tasks like car surface polishing.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128556","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128556","","Manifolds;Geometry;Automation;Differential operators;Service robots;Dynamics;Trajectory;Automobiles;Manipulator dynamics;Surface treatment","","3","","23","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"Whenever, Wherever: Towards Orchestrating Crowd Simulations with Spatio-Temporal Spawn Dynamics","T. Kreutz; M. Mühlhäuser; A. S. Guinea","Telecooperation Lab, Technical University, Darmstadt, Germany; Telecooperation Lab, Technical University, Darmstadt, Germany; NTT DATA, Luxembourg",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","1017","1023","Realistic crowd simulations are essential for immersive virtual environments, relying on both individual behaviors (microscopic dynamics) and overall crowd patterns (macroscopic characteristics). While recent data-driven methods like deep reinforcement learning improve microscopic realism, they often overlook critical macroscopic features such as crowd density and flow, which are governed by spatio-temporal spawn dynamics, namely, when and where agents enter a scene. Traditional methods, like random spawn rates, stochastic processes, or fixed schedules, are not guaranteed to capture the underlying complexity or lack diversity and realism. To address this issue, we propose a novel approach called nTPP-GMM that models spatio-temporal spawn dynamics using Neural Temporal Point Processes (nTPPs) that are coupled with a spawn-conditional Gaussian Mixture Model (GMM) for agent spawn and goal positions. We evaluate our approach by orchestrating crowd simulations of three diverse real-world datasets with nTPP-GMM. Our experiments demonstrate the orchestration with nTPP-GMM leads to realistic simulations that reflect real-world crowd scenarios and allow crowd analysis.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128302","Federal Ministry of Education and Research(grant numbers:01,S17050); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128302","","Schedules;Navigation;Microscopy;Urban planning;Social robots;Virtual environments;Stochastic processes;Interference;Public security;Robotics and automation","","1","","41","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"3D Whole-Body Pose Estimation Using Graph High-Resolution Network for Humanoid Robot Teleoperation","M. Zhang; Q. Gao; Y. Lai; Y. Zhang; T. Chang; Y. Guo","School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China; National University of Defense Technology, Chang-Sha, China; School of Electronics and Communication Engineering, Sun Yat-sen University, Shenzhen, China",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","1090","1096","In the realm of robotics, teleoperation plays a pivotal role in performing high-risk or intricate tasks, and obtaining precise 3D whole-body pose is crucial for this purpose. Traditional two-stage methods have limitations in estimating different body parts, leading to complex systems and higher estimation errors. In order to address these issues,the paper introduces a novel framework called Graph High-Resolution Network (GraphHRNet) for accurate 3D whole-body pose estimation, which is essential for the teleoperation of humanoid robots. GraphHRNet effectively captures global structural information and local details by integrating a High-Resolution Module and a Multi-branch Regression Module. The High-Resolution Module utilizes an enhanced graph convolution kernel to fuse multi-scale features, capturing global information, while the Multi-branch Regression Module focuses on refining and predicting accurate 3D coordinates for intricate body parts such as hands and face. Experimental results on the H3WB dataset demonstrate that GraphHRNet surpasses state-of-the-art (SOTA) methods in 3D whole-body pose estimation, significantly improving performance. Furthermore, the paper explores the potential application of this approach in a tele-operation system for humanoid robots, providing an intuitive and high-fidelity solution for remotely executing complex tasks. The code have been publicly available at https://github.com/Z-mingyu/GraphHRNet.git","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128446","","Hands;Three-dimensional displays;Accuracy;Convolution;Robot kinematics;Pose estimation;Refining;Humanoid robots;Reinforcement learning;Faces","","","","31","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
"Hierarchical Visual Policy Learning for Long-Horizon Robot Manipulation in Densely Cluttered Scenes","H. Wang; L. Qi; Z. Wang; J. Ren; W. Li; Y. Sun","Academy for Engineering & Technology, Fudan University, Shanghai, China; Academy for Engineering & Technology, Fudan University, Shanghai, China; Academy for Engineering & Technology, Fudan University, Shanghai, China; Academy for Engineering & Technology, Fudan University, Shanghai, China; Academy for Engineering & Technology, Fudan University, Shanghai, China; Academy for Engineering & Technology, Fudan University, Shanghai, China",2025 IEEE International Conference on Robotics and Automation (ICRA),"2 Sep 2025","2025","","","1149","1155","In this work, we focus on addressing the long-horizon packing tasks in densely cluttered scenes. Such tasks require policies to effectively manage severe occlusions among objects and continually produce precise actions based on visual observations. We propose a vision-based Hierarchical policy for Cluttered-scene Long-horizon Manipulation (HCLM). It employs a high-level policy and three options to select and instantiate three parameterized action primitives: push, pick, and place. We first train the two-stream pick and place options by behavior cloning (BC). Subsequently, we use hierarchical reinforcement learning (HRL) to train the high-level policy and push option. During HRL, we propose a Spatially Extended Q-update (SEQ) to augment the updates for the push option and a Two-Stage Update Scheme (TSUS) to alleviate the non-stationary transition problem in updating the high-level policy. We demonstrate that HCLM significantly outperforms baseline methods in terms of success rate and efficiency in diverse tasks both in simulation and real world. The ablation studies also validate the key roles of SEQ and TSUS in HRL.","","979-8-3315-4139-2","10.1109/ICRA55743.2025.11128752","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128752","","Visualization;Robot kinematics;Cloning;Reinforcement learning","","2","","43","IEEE","2 Sep 2025","19-23 May 2025","19-23 May 2025","IEEE","IEEE Conferences"
